BAUM_NR;BAUMART;PFLANZJAHR;STAMM_DM;KRONE_DM;HOEHE;STANDORT;X;Y
42307;Sand-Birke, Weiß-Birke, Warzen-Birke;2002;19;4;8;Grünzüge im B202;566417.18;5952989.41
42308;Sand-Birke, Weiß-Birke, Warzen-Birke;2002;19;4;7;Grünzüge im B202;566419.39;5952981.71
42309;Vielblütiger Zier-Apfel;2002;15;4;4;Grünzüge im B202;566415.89;5952973.16
42310;Vielblütiger Zier-Apfel;2002;14;4;4;Grünzüge im B202;566407.83;5952975.57
42311;Vielblütiger Zier-Apfel;2002;15;4;4.3;Grünzüge im B202;566400.04;5952977.89
42312;Stiel-Eiche, Sommer-Eiche;1977;38;8;12;Grünzüge im B202;566452.68;5952992.71
42313;Stiel-Eiche, Sommer-Eiche;1957;70;18;21;Grünzüge im B202;566462.24;5952987.90
42314;Sand-Birke, Weiß-Birke, Warzen-Birke;1977;47;11;23;Grünzüge im B202;566463.10;5952980.03
42315;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;28;6;15;Grünzüge im B202;566459.09;5952976.95
42316;Sand-Birke, Weiß-Birke, Warzen-Birke;1967;57;11;18;Grünzüge im B202;566445.94;5952986.41
42317;Stiel-Eiche, Sommer-Eiche;1977;41;12;16;Grünzüge im B202;566459.87;5952974.81
42318;Sand-Birke, Weiß-Birke, Warzen-Birke;1982;37;9;18;Grünzüge im B202;566460.83;5953047.15
42319;Sand-Birke, Weiß-Birke, Warzen-Birke;1982;40;11;22;Grünzüge im B202;566461.96;5953047.58
42320;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;29;8;22;Grünzüge im B202;566461.07;5953033.28
42321;Stiel-Eiche, Sommer-Eiche;1942;74;18;18;Grünzüge im B202;566451.45;5953056.98
42323;Stiel-Eiche, Sommer-Eiche;1977;41;12;15;Grünzüge im B202;566453.65;5953043.49
42324;Stiel-Eiche, Sommer-Eiche;1972;56;14;17;Grünzüge im B202;566449.93;5953034.95
42325;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;27;6;17;Grünzüge im B202;566488.54;5953064.35
42326;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;33;8;18;Grünzüge im B202;566490.08;5953062.54
42328;Sand-Birke, Weiß-Birke, Warzen-Birke;1972;47;11;21;Grünzüge im B202;566483.78;5953047.08
42330;Sand-Birke, Weiß-Birke, Warzen-Birke;1977;48;11;22;Grünzüge im B202;566480.72;5953032.31
42331;Winter-Linde;1978;35;13;19;Grünzüge im B202;566475.30;5953045.02
42332;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;26;6;18;Grünzüge im B202;566468.15;5953055.68
42333;Sand-Birke, Weiß-Birke, Warzen-Birke;1972;47;13;23;Grünzüge im B202;566468.82;5953056.02
42335;Sand-Birke, Weiß-Birke, Warzen-Birke;1997;25;7;13;Grünzüge im B202;566469.24;5953063.20
42336;Stiel-Eiche, Sommer-Eiche;1982;36;11;17;Grünzüge im B202;566477.75;5953060.17
42339;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;36;13;21;Grünzüge im B202;566464.95;5953039.68
42342;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;36;10;24;Grünzüge im B202;566472.01;5953034.39
42343;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;30;8;18;Grünzüge im B202;566476.11;5953035.63
42344;Sand-Birke, Weiß-Birke, Warzen-Birke;1967;57;14;26;Grünzüge im B202;566471.02;5953025.54
42345;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;27;6;24;Grünzüge im B202;566470.33;5953026.15
42346;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;28;8;18;Grünzüge im B202;566468.75;5953022.34
42347;Sand-Birke, Weiß-Birke, Warzen-Birke;1997;22;5;16;Grünzüge im B202;566464.62;5953020.13
42348;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;31;11;23;Grünzüge im B202;566464.13;5953018.30
42350;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;36;13;26;Grünzüge im B202;566465.37;5953017.98
42351;Sand-Birke, Weiß-Birke, Warzen-Birke;1997;16;3;12;Grünzüge im B202;566465.58;5953017.20
42352;Stiel-Eiche, Sommer-Eiche;1967;48;10;20;Grünzüge im B202;566464.20;5953010.33
42353;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;30;10;21;Grünzüge im B202;566464.57;5952995.45
42354;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;30;9;20;Grünzüge im B202;566464.97;5952996.17
42355;Sand-Birke, Weiß-Birke, Warzen-Birke;1967;57;16;20;Grünzüge im B202;566467.53;5953003.96
42356;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;36;10;19;Grünzüge im B202;566471.33;5953007.92
42357;Sand-Birke, Weiß-Birke, Warzen-Birke;1987;27;8;16;Grünzüge im B202;566476.76;5953016.74
42358;Zitter-Pappel;1993;48;12;25;Aufforstungsflächen Halloh;562962.86;5946689.39
42359;Schwarz-Erle, Rot-Erle;1988;28;8;13;Aufforstungsflächen Halloh;563130.50;5946692.90
42360;Stiel-Eiche, Sommer-Eiche;1913;87;14;14;Aufforstungsflächen Halloh;563114.11;5946718.72
42361;Eingriffliger Weißdorn;1983;28;6;6;Aufforstungsflächen Halloh;563033.53;5946505.08
42362;Schwarz-Erle, Rot-Erle;2008;20;4;5;Aufforstungsflächen Halloh;563062.58;5946522.28
42367;Bruch-Weide, Knack-Weide;1983;72;10;16;Aufforstungsflächen Ohewiesen;562662.37;5946186.05
42369;Sal-Weide;1988;52;1;13;Aufforstungsflächen Ohewiesen;562655.02;5946162.50
42371;Papier-Birke;1995;19;7;7;Grünanlage Willy-Brandt-Park;565339.80;5948660.34
42372;Papier-Birke;1997;16;7;6;Grünanlage Willy-Brandt-Park;565347.65;5948662.37
42373;Gemeine Hainbuche, Weißbuche;2000;15;5;6;Grünanlage Willy-Brandt-Park;565320.37;5948655.41
42374;Eingriffliger Weißdorn;1988;25;7;9;Grünanlage Am Exerzierplatz;566602.32;5950956.63
42375;Spitz-Ahorn;1972;53;14;15;Grünanlage Astrid-Lindgren-Park;564786.24;5951548.21
42376;Stiel-Eiche, Sommer-Eiche;1977;42;12;17;Grünanlage Astrid-Lindgren-Park;564789.22;5951554.26
42382;Stiel-Eiche, Sommer-Eiche;1992;24;6;12;Grünanlage Astrid-Lindgren-Park;564778.68;5951574.74
42383;Feld-Ahorn, Hecken-Ahorn;1996;24;6;8.5;Grünanlage Astrid-Lindgren-Park;564772.99;5951576.53
42385;Föhre, Gemeine Kiefer;1967;35;5;12;Grünanlage Astrid-Lindgren-Park;564756.52;5951615.02
42387;Stiel-Eiche, Sommer-Eiche;1987;29;7;12;Grünanlage Astrid-Lindgren-Park;564749.94;5951634.22
42388;Föhre, Gemeine Kiefer;1982;42;7;15;Grünanlage Astrid-Lindgren-Park;564802.29;5951818.84
42390;Gemeine Hainbuche, Weißbuche;1981;31;9;13;Grünanlage Astrid-Lindgren-Park;564780.19;5951785.81
42391;Amerikanische Rot-Eiche, Rot-Eiche;1987;41;14;16;Grünanlage Astrid-Lindgren-Park;564785.59;5951803.30
42393;Amerikanische Rot-Eiche, Rot-Eiche;1992;38;12;15;Grünanlage Astrid-Lindgren-Park;564775.09;5951760.59
42403;Stiel-Eiche, Sommer-Eiche;1982;28;9;9;Grünanlage Astrid-Lindgren-Park;564775.32;5951733.89
42404;Stiel-Eiche, Sommer-Eiche;1992;25;8;9;Grünanlage Astrid-Lindgren-Park;564776.08;5951729.61
42405;Stiel-Eiche, Sommer-Eiche;1992;21;6;7;Grünanlage Astrid-Lindgren-Park;564773.79;5951725.08
42406;Stiel-Eiche, Sommer-Eiche;1987;25;6;9;Grünanlage Astrid-Lindgren-Park;564771.01;5951720.10
42407;Baumhasel;2002;22;4;8;Spielplatz Harckesheyde;566106.42;5953318.71
42408;Kultur-Birne;1998;27;7;6.5;Spielplatz Harckesheyde;566096.34;5953315.36
42409;Zier-Apfel;2003;14;2;4.5;Spielplatz Harckesheyde;566075.99;5953312.33
42410;Zier-Apfel;2003;15;3;5;Spielplatz Harckesheyde;566085.93;5953325.39
42411;Zier-Apfel;2003;18;4;7;Spielplatz Harckesheyde;566095.76;5953327.78
42413;Sand-Birke, Weiß-Birke, Warzen-Birke;1979;48;8;13;Sport-u. Freizeitpark NOMI;564436.32;5951585.67
42417;Sand-Birke, Weiß-Birke, Warzen-Birke;1958;51;9;15;Sport-u. Freizeitpark NOMI;564455.33;5951615.13
42420;Rottanne, Gemeine Fichte, Rot-Fichte;1973;54;7;11;Sport-u. Freizeitpark NOMI;564465.10;5951630.17
42421;Stiel-Eiche, Sommer-Eiche;1948;66;12;8;Sport-u. Freizeitpark NOMI;564472.16;5951640.17
42422;Sand-Birke, Weiß-Birke, Warzen-Birke;1983;37;8;16;Grünzug Moorbekpark nördlich Rathausallee;565426.71;5951426.23
42423;Stiel-Eiche, Sommer-Eiche;1928;78;13;15;Grünanlage U-Bahn-Deckel NOMI;565477.13;5951262.62
42424;Sand-Birke, Weiß-Birke, Warzen-Birke;1993;39;10;18;Grünanlage Moorbekpark;565244.19;5951192.36
42425;Schwarz-Erle, Rot-Erle;1997;34;8;18;Grünanlage Moorbekpark;565266.07;5951208.11
42426;Schwarz-Erle, Rot-Erle;1993;29;6;17;Wanderweg Fadens Tannen - Deckerberg;565912.47;5950418.99
42427;Schwarz-Erle, Rot-Erle;1993;33;6;17;Wanderweg Fadens Tannen - Deckerberg;565912.28;5950416.79
42428;Schwarz-Erle, Rot-Erle;1973;59;15;19;Wanderweg Fadens Tannen - Deckerberg;565911.75;5950415.06
42429;Schwarz-Erle, Rot-Erle;1953;60;14;21;Wanderweg Fadens Tannen - Deckerberg;565906.81;5950410.34
42430;Schwarz-Erle, Rot-Erle;1968;61;1;9;Wanderweg Fadens Tannen - Deckerberg;565905.41;5950406.93
42431;Douglasie, Douglasfichte;1942;51;9;19;Grünanlage Hunde-Tummelplatz, Garstedt;565428.19;5948571.78
42432;Stiel-Eiche, Sommer-Eiche;1924;60;13;20;Grünanlage Willy-Brandt-Park;565365.97;5948663.75
42433;Stiel-Eiche, Sommer-Eiche;1927;75;17;19;Grünanlage Willy-Brandt-Park;565364.81;5948663.76
42434;Sand-Birke, Weiß-Birke, Warzen-Birke;1917;64;14;20;Grünanlage Hunde-Tummelplatz, Garstedt;565419.56;5948645.46
42435;Krim-Linde;1918;89;17;24;Grünanlage Hunde-Tummelplatz, Garstedt;565411.91;5948642.39
42436;Stiel-Eiche, Sommer-Eiche;1917;82;19;24;Grünanlage Hunde-Tummelplatz, Garstedt;565396.46;5948655.39
42437;Berg-Ahorn, Wald-Ahorn;1947;48;9;11;Grünanlage Hunde-Tummelplatz, Garstedt;565397.65;5948642.22
42438;Berg-Ahorn, Wald-Ahorn;1892;62;14;18;Grünanlage Hunde-Tummelplatz, Garstedt;565398.62;5948634.33
42439;Stiel-Eiche, Sommer-Eiche;1892;58;17;19;Grünanlage Hunde-Tummelplatz, Garstedt;565404.15;5948619.25
42440;Gemeine Esche, Gewöhnliche Esche;1927;54;14;21;Grünanlage Hunde-Tummelplatz, Garstedt;565412.46;5948584.57
42444;Stiel-Eiche, Sommer-Eiche;1897;53;16;20;Grünanlage Hunde-Tummelplatz, Garstedt;565415.67;5948606.30
42446;Stiel-Eiche, Sommer-Eiche;1958;69;8;13;Grünanlage Willy-Brandt-Park;565361.05;5948674.03
42447;Stiel-Eiche, Sommer-Eiche;1943;60;14;14;Grünanlage Willy-Brandt-Park;565358.78;5948683.35
42448;Stiel-Eiche, Sommer-Eiche;1928;96;16;18;Grünanlage Willy-Brandt-Park;565357.64;5948689.50
42449;Stiel-Eiche, Sommer-Eiche;1904;105;18;21;Grünanlage Willy-Brandt-Park;565354.26;5948712.07
42451;Stiel-Eiche, Sommer-Eiche;1918;78;17;20;Grünanlage Willy-Brandt-Park;565350.09;5948733.50
42453;Stiel-Eiche, Sommer-Eiche;1910;88;18;20;Grünanlage Willy-Brandt-Park;565348.69;5948742.89
42455;Stiel-Eiche, Sommer-Eiche;1924;76;18;20;Grünanlage Willy-Brandt-Park;565345.22;5948763.50
42456;Silber-Ahorn;1938;56;14;19;Rodelberg Dunantstraße;565401.50;5948974.16
42460;Silber-Ahorn;1963;59;17;20;Rodelberg Dunantstraße;565402.64;5948989.03
42461;Silber-Ahorn;1977;32;12;17;Rodelberg Dunantstraße;565400.58;5948992.64
42462;Stiel-Eiche, Sommer-Eiche;1945;60;14;20;Grünanlage Willy-Brandt-Park;565342.38;5948773.63
42463;Gemeine Rosskastanie, Balkan-Rosskastanie;1957;35;6;7;Rodelberg Bücherei Garstedt;565289.88;5949036.98
42464;Stiel-Eiche, Sommer-Eiche;1928;78;15;17;Grünanlage Willy-Brandt-Park;565295.06;5948996.83
42465;Gemeine Rosskastanie, Balkan-Rosskastanie;1942;43;6;10;Rodelberg Bücherei Garstedt;565283.46;5949072.15
42466;Gemeine Rosskastanie, Balkan-Rosskastanie;1973;48;8;12;Rodelberg Bücherei Garstedt;565273.11;5949070.65
42469;Schwarz-Erle, Rot-Erle;1973;44;9;12;Grünanlage Coppernicusstraße;565250.10;5949114.06
42470;Esskastanie, Marone;1928;83;16;15;Grünanlage Coppernicusstraße;565259.47;5949120.47
42473;Krim-Linde;1918;82;3;6;Grünanlage Coppernicusstraße;565232.01;5949129.56
42474;Krim-Linde;1963;54;4;6;Grünanlage Coppernicusstraße;565228.23;5949136.38
42476;Ahornblättrige Platane;1973;42;11;17;Grünanlage Coppernicusstraße;565196.92;5949086.74
42477;Ahornblättrige Platane;1973;53;12;17;Grünanlage Coppernicusstraße;565202.90;5949087.22
42478;Ahornblättrige Platane;1963;57;14;18;Grünanlage Coppernicusstraße;565208.87;5949087.69
42479;Stiel-Eiche, Sommer-Eiche;1967;53;13;17;Grünanlage Coppernicusstraße;565207.87;5949103.95
42481;Stiel-Eiche, Sommer-Eiche;1908;85;17;20;Grünanlage Coppernicusstraße;565204.19;5949110.56
42482;Stiel-Eiche, Sommer-Eiche;1993;31;6;15;Grünanlage Coppernicusstraße;565198.73;5949117.14
42483;Gemeine Hainbuche, Weißbuche;1962;28;14;13;Grünanlage Coppernicusstraße;565196.99;5949121.89
42484;Gemeine Hainbuche, Weißbuche;1962;32;9;13;Grünanlage Coppernicusstraße;565194.58;5949125.13
42485;Feld-Ahorn, Hecken-Ahorn;1975;25;5;13;Grünzug / Spielplatz Jumbopfad;565319.48;5949364.25
42486;Berg-Ahorn, Wald-Ahorn;1962;42;10;15;Grünzug / Spielplatz Jumbopfad;565314.03;5949334.03
42489;Rot-Buche;1953;59;13;11;Grünzug / Spielplatz Jumbopfad;565296.85;5949267.55
42492;Silber-Weide;1967;61;15;20;Rodelberg Glashütte;569274.93;5948361.19
42495;Sand-Birke, Weiß-Birke, Warzen-Birke;1980;39;9;19;Rodelberg Glashütte;569351.29;5948297.99
42498;Stiel-Eiche, Sommer-Eiche;1957;51;15;23;Rodelberg Glashütte;569367.33;5948277.59
42499;Stiel-Eiche, Sommer-Eiche;1987;29;8;21;Rodelberg Glashütte;569368.63;5948274.78
42500;Stiel-Eiche, Sommer-Eiche;1977;36;15;20;Rodelberg Glashütte;569371.84;5948272.80
42502;Stiel-Eiche, Sommer-Eiche;1972;42;13;21;Rodelberg Glashütte;569377.39;5948267.14
42503;Sand-Birke, Weiß-Birke, Warzen-Birke;1977;44;16;23;Rodelberg Glashütte;569436.68;5948219.10
42504;Sand-Birke, Weiß-Birke, Warzen-Birke;1980;40;16;22;Rodelberg Glashütte;569434.93;5948220.28
42516;Winter-Linde;1957;54;13;20;Grünanlage Moorbekpark;565237.32;5950937.35
42517;Sommer-Linde;1957;61;14;20;Grünanlage Moorbekpark;565229.14;5950938.32
42518;Winter-Linde;1957;63;14;22;Grünanlage Moorbekpark;565236.11;5950949.37
42520;Stiel-Eiche, Sommer-Eiche;1957;68;15;18;Grünanlage Moorbekpark;565166.64;5950934.09
42528;Schwarz-Erle, Rot-Erle;1983;33;4;9;Grünanlage Moorbekpark;565174.06;5950971.43
42533;Gewöhnliche Traubenkirsche;1983;42;11;14;Grünanlage Moorbekpark;565181.62;5950982.12
42534;Späte Traubenkirsche;1983;39;10;13;Grünanlage Moorbekpark;565178.27;5950982.56
42535;Winter-Linde;1953;68;14;20;Grünanlage Moorbekpark;565201.05;5950963.67
42537;Amerikanische Rot-Eiche, Rot-Eiche;1977;47;13;17;Grünanlage Moorbekpark;565196.96;5950977.87
42538;Gewöhnliche Traubenkirsche;1987;26;9;15;Grünanlage Moorbekpark;565191.56;5950979.76
42543;Grau-Erle, Weiß-Erle;1953;70;12;15;Grünanlage Moorbekpark;565219.79;5950988.06
42554;Grau-Erle, Weiß-Erle;1987;37;7;14;Grünanlage Moorbekpark;565199.44;5950988.44
42555;Grau-Erle, Weiß-Erle;1987;35;9;14;Grünanlage Moorbekpark;565194.37;5950990.90
42557;Schwarz-Erle, Rot-Erle;1983;44;9;13;Grünanlage Moorbekpark;565200.49;5950995.84
42560;Feld-Ahorn, Hecken-Ahorn;1992;28;8;15;Grünanlage Moorbekpark;565245.20;5950945.46
42561;Gemeine Esche, Gewöhnliche Esche;1962;43;10;14;Grünanlage Moorbekpark;565250.21;5950990.31
42563;Winter-Linde;1953;55;14;20;Grünanlage Moorbekpark;565265.71;5951047.12
42564;Stiel-Eiche, Sommer-Eiche;1983;32;7;10;Grünanlage U-Bahn-Deckel NOMI;565467.56;5951244.82
42565;Stiel-Eiche, Sommer-Eiche;1993;28;10;16;Grünanlage U-Bahn-Deckel NOMI;565466.75;5951244.98
42566;Stiel-Eiche, Sommer-Eiche;1961;24;8;15;Grünanlage U-Bahn-Deckel NOMI;565464.83;5951243.79
42567;Gemeine Hainbuche, Weißbuche;1977;28;6;11;Grünanlage U-Bahn-Deckel NOMI;565437.69;5951193.93
42570;Stiel-Eiche, Sommer-Eiche;1997;18;5;8;Grünanlage U-Bahn-Deckel NOMI;565441.11;5951202.32
42571;Stiel-Eiche, Sommer-Eiche;1973;46;14;19;Grünanlage U-Bahn-Deckel NOMI;565442.43;5951202.23
42572;Stiel-Eiche, Sommer-Eiche;1987;34;7;14;Grünanlage U-Bahn-Deckel NOMI;565441.81;5951203.48
42573;Säulen-Eiche 'Fastigiata';1982;32;6;16;Grünanlage Moorbekpark;565367.04;5951390.72
42574;Säulen-Eiche 'Fastigiata';1982;26;6;13;Grünanlage Moorbekpark;565366.35;5951387.79
42576;Säulen-Eiche 'Fastigiata';1982;28;6;13;Grünanlage Moorbekpark;565364.88;5951381.91
42579;Sand-Birke, Weiß-Birke, Warzen-Birke;1973;32;9;20;Grünanlage Moorbekpark;565408.85;5951374.13
42582;Sand-Birke, Weiß-Birke, Warzen-Birke;1966;52;13;22;Grünanlage Moorbekpark;565406.39;5951367.31
42583;Sand-Birke, Weiß-Birke, Warzen-Birke;1966;53;14;23;Grünanlage Moorbekpark;565403.05;5951360.55
42590;Schwarz-Erle, Rot-Erle;1962;38;14;21;Grünanlage Moorbekpark;565389.88;5951334.67
42591;Bruch-Weide, Knack-Weide;1912;84;16;18;Grünanlage Moorbekpark;565382.07;5951352.83
42593;Stiel-Eiche, Sommer-Eiche;1897;56;13;16;Grünanlage Moorbekpark;565371.71;5951320.46
42595;Sumpf-Eiche;1942;66;13;20;Grünanlage Moorbekpark;565380.22;5951331.75
42597;Moor-Birke;1963;60;16;23;Grünanlage Moorbekpark;565387.07;5951328.22
42598;Bruch-Weide, Knack-Weide;1912;83;16;19;Grünanlage Moorbekpark;565376.95;5951360.00
42599;Bruch-Weide, Knack-Weide;1892;95;16;17;Grünanlage Moorbekpark;565364.08;5951344.64
42600;Schwarz-Erle, Rot-Erle;1967;31;6;15;Grünanlage Moorbekpark;565362.53;5951336.18
42601;Schwarz-Erle, Rot-Erle;1977;40;9;12;Grünanlage Moorbekpark;565348.34;5951324.55
42602;Stiel-Eiche, Sommer-Eiche;1946;57;16;17;Grünanlage Moorbekpark;565222.97;5951200.68
42603;Bruch-Weide, Knack-Weide;1952;91;16;18;Grünanlage Moorbekpark;565339.67;5951299.89
42604;Moor-Birke;1982;36;8;12;Grünanlage Moorbekpark;565323.49;5951259.75
42605;Stiel-Eiche, Sommer-Eiche;1938;63;16;19;Grünanlage Moorbekpark;565300.31;5951280.16
42606;Stiel-Eiche, Sommer-Eiche;1907;90;21;17;Grünanlage Moorbekpark;565302.50;5951278.09
42607;Stiel-Eiche, Sommer-Eiche;1938;61;17;16;Grünanlage Moorbekpark;565307.17;5951273.98
42610;Feld-Ahorn, Hecken-Ahorn;1982;47;9;12;Grünanlage Moorbekpark;565219.40;5951244.98
42611;Feld-Ahorn, Hecken-Ahorn;1957;37;8;13;Grünanlage Moorbekpark;565182.99;5951193.84
42612;Feld-Ahorn, Hecken-Ahorn;1937;49;10;14;Grünanlage Moorbekpark;565184.80;5951194.53
42613;Moor-Birke;1987;23;5;16;Grünanlage Moorbekpark;565193.97;5951198.10
42614;Sand-Birke, Weiß-Birke, Warzen-Birke;1972;35;9;19;Grünanlage Moorbekpark;565197.17;5951200.48
42615;Sand-Birke, Weiß-Birke, Warzen-Birke;1952;50;14;20;Grünanlage Moorbekpark;565188.82;5951184.12
42618;Sand-Birke, Weiß-Birke, Warzen-Birke;1962;44;13;22;Grünanlage Moorbekpark;565200.48;5951183.40
42619;Stiel-Eiche, Sommer-Eiche;1953;52;12;14;Grünanlage Moorbekpark;565210.40;5951187.24
42620;Schwarz-Erle, Rot-Erle;1967;38;12;16;Grünanlage Moorbekpark;565231.53;5951179.96
42622;Schwarz-Erle, Rot-Erle;1927;61;10;9;Grünanlage Moorbekpark;565218.95;5951163.70
42624;Sand-Birke, Weiß-Birke, Warzen-Birke;1977;42;8;11;Grünanlage Moorbekpark;565193.38;5951131.31
42625;Stiel-Eiche, Sommer-Eiche;1932;64;16;14;Grünanlage Moorbekpark;565167.95;5951131.50
42626;Stiel-Eiche, Sommer-Eiche;1932;41;8;13;Grünanlage Moorbekpark;565167.78;5951130.82
42627;Moor-Birke;1957;46;15;21;Grünanlage Moorbekpark;565142.22;5951110.77
42628;Stiel-Eiche, Sommer-Eiche;1922;45;13;13;Grünanlage Moorbekpark;565151.09;5951099.87
42630;Gold-Birke;1995;15;7;7;Grünanlage Moorbekpark;565235.77;5951056.08
42631;Gold-Birke;1992;19;6;5;Grünanlage Moorbekpark;565234.48;5951061.67
42634;Sand-Birke, Weiß-Birke, Warzen-Birke;1985;30;6;12;Grünanlage Moorbekpark;565220.38;5951066.51
42635;Scharlach-Eiche;1982;30;9;8;Grünanlage Moorbekpark;565193.67;5951073.74
42636;Scharlach-Eiche;1973;44;12;13;Grünanlage Moorbekpark;565189.42;5951083.63
42637;Scharlach-Eiche;1985;30;6;9;Grünanlage Moorbekpark;565222.39;5951111.22
42643;Moor-Birke;1982;24;4;9;Grünanlage Moorbekpark;565179.74;5951101.43
42644;Gemeine Hainbuche, Weißbuche;1957;34;8;14;Grünanlage Moorbekpark;565270.82;5951064.18
42645;Gemeine Hainbuche, Weißbuche;1947;40;8;9;Grünanlage Moorbekpark;565270.00;5951065.83
42647;Gemeine Hainbuche, Weißbuche;1947;40;11;12;Grünanlage Moorbekpark;565272.36;5951073.59
42649;Gemeine Hainbuche, Weißbuche;1962;35;8;10;Grünanlage Moorbekpark;565273.56;5951080.43
42651;Stiel-Eiche, Sommer-Eiche;1897;57;13;14;Grünanlage Moorbekpark;565269.57;5951087.14
42652;Scharz-Birke, Ufer-Birke;1952;58;14;14;Grünanlage Moorbekpark;565231.11;5951031.66
42654;Scharz-Birke, Ufer-Birke;1957;47;14;14;Grünanlage Moorbekpark;565226.45;5951030.22
42656;Moor-Birke;1992;19;5;11;Grünanlage Moorbekpark;565178.97;5951103.51
42657;Moor-Birke;1992;20;4;11;Grünanlage Moorbekpark;565179.27;5951103.24
42659;Moor-Birke;1977;31;6;13;Grünanlage Moorbekpark;565179.52;5951105.11
42661;Stiel-Eiche, Sommer-Eiche;1908;97;20;20;Grünzug Billeweg;567770.25;5949981.99
42662;Sand-Birke, Weiß-Birke, Warzen-Birke;1953;39;14;18;Grünzug Billeweg;567820.21;5949985.78
42663;Sand-Birke, Weiß-Birke, Warzen-Birke;1998;21;3;17;Grünzug Billeweg;567833.78;5949987.43
42664;Sand-Birke, Weiß-Birke, Warzen-Birke;1998;22;5;17;Grünzug Billeweg;567834.49;5949987.60
42665;Moor-Birke;1988;49;15;19;Grünzug Billeweg;567836.14;5949987.41
42666;Rot-Buche;1918;82;16;19;Grünzug Billeweg;567844.73;5949987.25
42668;Rot-Buche;1943;68;16;19;Grünzug Billeweg;567848.15;5949987.53
42670;Stiel-Eiche, Sommer-Eiche;1928;79;17;18;Grünzug Billeweg;567736.21;5949978.49
42671;Stiel-Eiche, Sommer-Eiche;1918;89;19;21;Grünzug Billeweg;567720.74;5949977.13
42672;Stiel-Eiche, Sommer-Eiche;1923;81;19;21;Grünzug Billeweg;567707.52;5949976.27
42673;Stiel-Eiche, Sommer-Eiche;1933;78;15;19;Grünzug Billeweg;567697.99;5949975.21
42674;Amerikanische Rot-Eiche, Rot-Eiche;2010;15;8;8;Grünzug Billeweg;567686.19;5949976.67
42675;Feld-Ahorn, Hecken-Ahorn;1992;31;9;10;Spielplatz Immenhof;567781.08;5949952.30
42676;Berg-Ahorn, Wald-Ahorn;1978;48;13;15;Grünzug Billeweg;567769.89;5949990.20
42677;Bruch-Weide, Knack-Weide;1980;64;16;17;Grünzug Billeweg;567636.90;5949974.06
42679;Grau-Erle, Weiß-Erle;1988;25;5;8;Grünzug Billeweg;567522.31;5949989.68
42682;Bruch-Weide, Knack-Weide;1993;41;6;15;Grünzug Billeweg;567588.56;5949980.52
42685;Spitz-Ahorn;1987;32;10;11;Spielplatz Harkshörn;565969.91;5954411.61
42686;Spitz-Ahorn;1987;33;10;11;Spielplatz Harkshörn;565966.44;5954409.84
42687;Spitz-Ahorn;1982;42;11;14;Spielplatz Harkshörn;565963.50;5954401.05
42688;Spitz-Ahorn;1977;46;12;14;Spielplatz Harkshörn;565982.05;5954387.63
42689;Spitz-Ahorn;1982;42;11;12;Spielplatz Harkshörn;565987.78;5954395.75
42690;Spitz-Ahorn;1978;31;8;8;Spielplatz Harkshörn;565982.91;5954409.54
42691;Spitz-Ahorn;1982;37;9;10;Spielplatz Harkshörn;565969.16;5954400.59
42692;Spitz-Ahorn;1977;50;14;14;Spielplatz Harkshörn;565955.94;5954404.48
42694;Spitz-Ahorn;1977;47;12;11;Spielplatz Harkshörn;565962.91;5954419.65
42695;Spitz-Ahorn;1987;37;9;11;Spielplatz Harkshörn;565970.77;5954420.31
42696;Spitz-Ahorn;1987;38;8;12;Spielplatz Harkshörn;565978.16;5954420.91
42698;Spitz-Ahorn;1977;50;9;15;Spielplatz Harkshörn;566008.92;5954400.37
42699;Spitz-Ahorn;1977;48;14;16;Spielplatz Harkshörn;566017.42;5954401.70
42700;Spitz-Ahorn;1977;41;10;15;Spielplatz Harkshörn;566019.44;5954406.63
42701;Spitz-Ahorn;1977;40;9;15;Spielplatz Harkshörn;566011.53;5954410.45
42703;Spitz-Ahorn;1982;42;9;15;Spielplatz Harkshörn;565992.17;5954387.54
42706;Spitz-Ahorn;1977;46;14;14;Spielplatz Harkshörn;565993.50;5954392.06
42707;Spitz-Ahorn;1977;49;13;15;Spielplatz Harkshörn;565998.56;5954381.51
42708;Spitz-Ahorn;1977;43;12;16;Spielplatz Harkshörn;566005.78;5954388.51
42709;Spitz-Ahorn;1977;50;11;17;Spielplatz Harkshörn;566008.59;5954388.33
42710;Spitz-Ahorn;1977;44;12;17;Spielplatz Harkshörn;566008.17;5954391.18
